waterBody	siteName	waterQuality	month	season	siteCode	samplingDepth	temperature	waterTempeature	salinity	pH	DOByTitration	DOByElectrode	DOSaturation	SS	SSMethodLimit	chlorophyllA	chlorophyllAMethodLimit	ammoniaN	ammoniaNMethodLimit	nitrateN	nitrateNMethodLimit	PH4N	PH4NMethodLimit	nitriteN	nitriteNMethodLimit	silicate	silicateMethodLimit	Cd	CdMethodLimit	Cr	CrMethodLimit	Cu	CuMethidLimit	Zn	ZnMethodLimit	Pb	PbMethodLimit	Hg	HgMethodLimit	year
宜蘭蘇澳沿海海域	龜山島	甲	1	1	5146	1	19.5	20.3	34.7	8.2	NA	6.7	90.5	3.8	NA	0.7	NA	0	0.01	0.1	NA	0.042	NA	0.004	NA	0.393	NA	0.00001	NA	0	0.001	0.0004	NA	0.0043	NA	0.0001	NA	0	0.0003	2016
宜蘭蘇澳沿海海域	得子口溪口	甲	1	1	5147	1	19	20.1	34.6	8.2	NA	6.7	90.2	5.4	NA	0.9	NA	0	0.01	0.07	NA	0.043	NA	0.006	NA	0.4	NA	0.00001	NA	0	0.001	0.0003	NA	0.0045	NA	0	0.0001	0	0.0003	2016
宜蘭蘇澳沿海海域	得子口溪口	甲	1	1	5147	1	19.2	19.8	34.4	8.2	NA	6.9	92.7	0	2	0.5	NA	0	0.01	0.06	NA	0.024	NA	0.013	NA	0.38	NA	0.00002	NA	0	0.001	0.0003	NA	0.0042	NA	0	0.0001	0	0.0003	2015
宜蘭蘇澳沿海海域	得子口溪口	甲	1	1	5147	1	19.9	20.4	33.6	8.2	6.9	6.8	90.9	5.2	NA	0	0.1	0	0.01	0.07	NA	0.024	NA	0.006	NA	0.632	NA	0.00002	NA	0	0.001	0.0006	NA	0.0047	NA	0.0005	NA	0	0.0003	2010
宜蘭蘇澳沿海海域	蘭陽溪口	甲	1	1	5148	1	19.2	19.2	33.3	8.1	NA	7	92.2	3.7	NA	0.4	NA	0.01	NA	0.08	NA	0.036	NA	0.008	NA	0.725	NA	0.00002	NA	0	0.001	0.0003	NA	0.0059	NA	0	0.0001	0	0.0003	2015
宜蘭蘇澳沿海海域	蘭陽溪口	甲	1	1	5148	1	19.3	19.6	33.6	8.2	6.8	6.7	87.9	4.4	NA	0	0.1	0	0.01	0.09	NA	0.016	NA	0.004	NA	0.527	NA	0.00001	NA	0	0.001	0.0004	NA	0.0081	NA	0.0002	NA	0	0.0003	2010
宜蘭蘇澳沿海海域	蘭陽溪口	甲	1	1	5148	1	19.6	20.5	34.4	8.2	NA	6.7	90.4	5.2	NA	0.6	NA	0.03	NA	0.08	NA	0.039	NA	0.005	NA	0.41	NA	0.00001	NA	0	0.001	0.0005	NA	0.0052	NA	0.0002	NA	0	0.0003	2016
宜蘭蘇澳沿海海域	新城溪口	甲	1	1	5149	1	19.4	19.8	34.1	8.1	7	6.9	91.8	4.1	NA	0.2	NA	0	0.01	0.07	NA	0.018	NA	0.006	NA	0.515	NA	0.00002	NA	0	0.001	0.0038	NA	0.0072	NA	0.0003	NA	0	0.0003	2010
宜蘭蘇澳沿海海域	新城溪口	甲	1	1	5149	1	19.3	20.9	34.2	8.2	NA	7	95.3	8.6	NA	0.7	NA	0.01	NA	0.1	NA	0.046	NA	0.005	NA	0.546	NA	0.00001	NA	0	0.001	0.0009	NA	0.0086	NA	0.0002	NA	0	0.0003	2016
宜蘭蘇澳沿海海域	新城溪口	甲	1	1	5149	1	19.1	19.9	33.9	8.2	NA	7	93	5.8	NA	0.6	NA	0.02	NA	0.06	NA	0.024	NA	0.009	NA	0.59	NA	0.00002	NA	0	0.001	0.0004	NA	0.0062	NA	0.0001	NA	0	0.0003	2015
宜蘭蘇澳沿海海域	蘇澳港	甲	1	1	5150	1	19.8	21	34.1	8.2	NA	6.9	93.9	2.2	NA	0.5	NA	0.01	NA	0.04	NA	0.013	NA	0.009	NA	0.327	NA	0.00002	NA	0	0.001	0.0004	NA	0.007	NA	0	0.0001	0	0.0003	2015
宜蘭蘇澳沿海海域	蘇澳港	甲	1	1	5150	1	19	22.3	33.5	8.1	6.7	6.5	90.8	4.4	NA	0.2	NA	0	0.01	0.04	NA	0	0.003	0.007	NA	0.496	NA	0.00001	NA	0	0.001	0.001	NA	0.0187	NA	0.0004	NA	0	0.0003	2010
宜蘭蘇澳沿海海域	蘇澳港	甲	1	1	5150	1	18.9	22.6	34.7	8.2	NA	6.5	91.7	5	NA	0.5	NA	0.01	NA	0.08	NA	0.02	NA	0.005	NA	0.27	NA	0.00001	NA	0	0.001	0.0008	NA	0.0128	NA	0.0002	NA	0	0.0003	2016
花蓮沿海海域	和平溪河口	甲	1	1	5151	1	20.3	22.5	33.1	8.2	NA	6.9	96.6	7.7	NA	0.2	NA	0	0.01	0.03	NA	0.019	NA	0.008	NA	0.356	NA	0.00001	NA	0	0.001	0.0005	NA	0.0106	NA	0	0.0001	0	0.0003	2015
花蓮沿海海域	和平溪河口	甲	1	1	5151	1	18.9	25.2	34.9	8.2	NA	6.5	95.1	13.4	NA	0.3	NA	0	0.01	0	0.01	0.019	NA	0.005	NA	0.229	NA	0	0.00001	0	0.001	0.0001	NA	0.0018	NA	0	0.0001	0	0.0003	2016
花蓮沿海海域	和平溪河口	甲	1	1	5151	1	17	21	33.3	8.2	6.6	6.4	90.4	8	NA	0	0.1	0.08	NA	0.02	NA	0	0.003	0.001	NA	0.817	NA	0.00001	NA	0	0.001	0.0006	NA	0.0086	NA	0.0007	NA	0	0.0003	2010
花蓮沿海海域	和平溪口外4海浬處	甲	1	1	5152	1	16.6	20.7	34.3	8.2	6.8	6.7	92.6	4	NA	0	0.1	0.03	NA	0.05	NA	0.01	NA	0.003	NA	0.407	NA	0.00001	NA	0	0.001	0.0008	NA	0.0084	NA	0.0006	NA	0	0.0003	2010
花蓮沿海海域	和平溪口外4海浬處	甲	1	1	5152	1	18.8	25.8	35	8.2	NA	6.5	94.8	0	2	0.3	NA	0.02	NA	0.03	NA	0.015	NA	0.006	NA	0.089	NA	0	0.00001	0	0.001	0.0002	NA	0.0029	NA	0.0003	NA	0	0.0003	2016
花蓮沿海海域	和平溪口外4海浬處	甲	1	1	5152	1	20.2	22.7	33.7	8.2	NA	6.9	96.2	2.8	NA	0.2	NA	0	0.01	0.02	NA	0.009	NA	0.011	NA	0.16	NA	0	0.00001	0	0.001	0.0005	NA	0.0073	NA	0.0001	NA	0	0.0003	2015
花蓮沿海海域	和平港	甲	1	1	5153	1	19	25.7	35.4	8.2	NA	6.4	94.9	3	NA	0.5	NA	0.04	NA	0.02	NA	0.017	NA	0	0.001	0.079	NA	0	0.00001	0	0.001	0	0.0001	0.0005	NA	0	0.0001	0	0.0003	2016
花蓮沿海海域	和平港	甲	1	1	5153	1	17.2	21.4	34.9	8.2	6.7	6.5	91.6	4.4	NA	0.2	NA	0.02	NA	0	0.01	0.017	NA	0.002	NA	0.355	NA	0	0.00001	0	0.001	0.0003	NA	0.0052	NA	0.0002	NA	0	0.0003	2010
花蓮沿海海域	和平港	甲	1	1	5153	1	20.5	22.4	34.4	8.2	NA	6.9	96.1	2.7	NA	0.2	NA	0	0.01	0.02	NA	0.019	NA	0.011	NA	0.144	NA	0	0.00001	0	0.001	0.0003	NA	0.0062	NA	0.0001	NA	0	0.0003	2015
花蓮沿海海域	立霧溪河口	甲	1	1	5154	1	20.9	22.3	34.1	8.2	NA	7.2	100.3	15.8	NA	0.2	NA	0	0.01	0	0.01	0.024	NA	0.004	NA	0.256	NA	0	0.00001	0	0.001	0.001	NA	0.0072	NA	0	0.0001	0	0.0003	2015
花蓮沿海海域	立霧溪河口	甲	1	1	5154	1	19.1	23	32.1	8.2	NA	7	98.2	55.6	NA	0.2	NA	0.05	NA	0.05	NA	0.021	NA	0.005	NA	1.03	NA	0	0.00001	0	0.001	0.0002	NA	0.0011	NA	0	0.0001	0	0.0003	2016
花蓮沿海海域	立霧溪河口	甲	1	1	5154	1	17.6	21.8	33.6	8.2	6.9	6.7	95.2	4.4	NA	0	0.1	0	0.01	0	0.01	0	0.003	0.002	NA	0.878	NA	0	0.00001	0	0.001	0.0004	NA	0.0041	NA	0.0004	NA	0	0.0003	2010
花蓮沿海海域	花蓮港	甲	1	1	5155	1	19.8	20.9	31.1	8.2	NA	7.1	96.3	6.2	NA	0.4	NA	0	0.01	0.09	NA	0.009	NA	0.014	NA	1.27	NA	0	0.00001	0	0.001	0.0011	NA	0.0086	NA	0	0.0001	0	0.0003	2015
花蓮沿海海域	花蓮港	甲	1	1	5155	1	17.7	24.6	33.5	8.2	NA	6.6	94.5	7	NA	0.4	NA	0.04	NA	0.05	NA	0	0.003	0.005	NA	0.505	NA	0	0.00001	0	0.001	0	0.0001	0.0007	NA	0	0.0001	0	0.0003	2016
花蓮沿海海域	花蓮港	甲	1	1	5155	1	21.3	23.8	32	8.2	7	6.9	96.8	4	NA	0	0.1	0.03	NA	0.07	NA	0.003	NA	0.003	NA	0.684	NA	0	0.00001	0	0.001	0.0005	NA	0.0075	NA	0.0002	NA	0	0.0003	2010
花蓮沿海海域	花蓮溪河口	甲	1	1	5156	1	20	20.2	33.9	8.2	NA	6.9	95.9	6.6	NA	0.2	NA	0	0.01	0.02	NA	0.02	NA	0.005	NA	0.24	NA	0	0.00001	0	0.001	0.0005	NA	0.0108	NA	0	0.0001	0	0.0003	2015
花蓮沿海海域	花蓮溪河口	甲	1	1	5156	1	17.8	23.6	30.1	8.2	NA	6.9	94.9	11.2	NA	0.5	NA	0.02	NA	0.08	NA	0	0.003	0.005	NA	1.04	NA	0	0.00001	0	0.001	0	0.0001	0.0004	NA	0	0.0001	0	0.0003	2016
花蓮沿海海域	花蓮溪河口	甲	1	1	5156	1	21.2	23.8	31.5	8.2	7	6.8	97.2	7.2	NA	0.2	NA	0	0.01	0.06	NA	0	0.003	0.002	NA	2.62	NA	0.00001	NA	0	0.001	0.0005	NA	0.0065	NA	0.0002	NA	0	0.0003	2010
花蓮沿海海域	豐濱溪河口	甲	1	1	5157	1	21.5	22.6	34.1	8.2	NA	6.7	95.6	4.8	NA	0.2	NA	0	0.01	0.02	NA	0.024	NA	0.019	NA	0.164	NA	0	0.00001	0	0.001	0.0005	NA	0.0117	NA	0	0.0001	0	0.0003	2015
花蓮沿海海域	豐濱溪河口	甲	1	1	5157	1	19.3	23.8	33.9	8.2	6.9	6.8	96.8	5.8	NA	0	0.1	0.05	NA	0.03	NA	0.011	NA	0.003	NA	0.502	NA	0.00001	NA	0	0.001	0.0007	NA	0.0079	NA	0.0005	NA	0	0.0003	2010
花蓮沿海海域	豐濱溪河口	甲	1	1	5157	1	16.7	25.2	34.5	8.2	NA	6.4	93.7	3.4	NA	0.3	NA	0	0.01	0	0.01	0	0.003	0.002	NA	0.11	NA	0	0.00001	0	0.001	0.0001	NA	0.0021	NA	0.0003	NA	0	0.0003	2016
花蓮沿海海域	秀姑巒溪河口	甲	1	1	5158	1	22.4	22.8	34	8.2	NA	7	97.8	6	NA	0.2	NA	0.08	NA	0.08	NA	0.025	NA	0.01	NA	1.38	NA	0	0.00001	0	0.001	0.0007	NA	0.0103	NA	0	0.0001	0	0.0003	2015
花蓮沿海海域	秀姑巒溪河口	甲	1	1	5158	1	18.5	23.7	33.4	8.2	6.8	6.7	93.2	4.4	NA	0	0.1	0.06	NA	0.03	NA	0.008	NA	0.006	NA	0.857	NA	0.00001	NA	0	0.001	0.0034	NA	0.0094	NA	0.0005	NA	0	0.0003	2010
花蓮沿海海域	秀姑巒溪河口	甲	1	1	5158	1	17.1	25.1	35	8.3	NA	6.4	93.1	5.7	NA	0.4	NA	0.01	NA	0.01	NA	0	0.003	0.003	NA	0.103	NA	0	0.00001	0	0.001	0.0001	NA	0.0012	NA	0.0002	NA	0	0.0003	2016
新竹香山沿海海域	中港溪口一	乙	1	1	5159	1	17.3	17.7	33.4	8.2	NA	7.1	90.6	16.4	NA	0.8	NA	0.02	NA	0.15	NA	0.085	NA	0.015	NA	0.608	NA	0.00003	NA	0	0.001	0.0006	NA	0.0024	NA	0.0002	NA	0	0.0003	2016
新竹香山沿海海域	中港溪口一	乙	1	1	5159	1	20.5	17.4	33.6	8.2	NA	7.6	95.9	18.1	NA	0.8	NA	0	0.01	0.16	NA	0.119	NA	0.039	NA	0.467	NA	0.00003	NA	0	0.001	0.0007	NA	0.002	NA	0.0001	NA	0	0.0003	2014
新竹香山沿海海域	中港溪口一	乙	1	1	5159	1	17.9	17	33.3	8.2	NA	7.8	97.6	6.8	NA	1.1	NA	0.02	NA	0.1	NA	0.067	NA	0.026	NA	0.587	NA	0.00002	NA	0	0.001	0.0005	NA	0.0015	NA	0.0001	NA	0	0.0003	2015
新竹香山沿海海域	中港溪口一	乙	1	1	5159	1	20.8	19.7	32.6	8.2	7.9	7.7	100.3	3.3	NA	0.4	NA	0.02	NA	0.16	NA	0.161	NA	0.009	NA	0.541	NA	0.00002	NA	0	0.001	0.0006	NA	0.0011	NA	0.0001	NA	0	0.0003	2010
新竹香山沿海海域	中港溪口二	乙	1	1	5160	1	17.2	17.9	33.4	8.2	NA	7.4	94.5	13.2	NA	0.9	NA	0.01	NA	0.15	NA	0.091	NA	0.01	NA	0.663	NA	0.00003	NA	0	0.001	0.0005	NA	0.0025	NA	0.0002	NA	0	0.0003	2016
新竹香山沿海海域	中港溪口二	乙	1	1	5160	1	20.4	17.3	34	8.2	NA	7.4	93.2	9.6	NA	0.3	NA	0	0.01	0.1	NA	0.03	NA	0.03	NA	0.297	NA	0.00002	NA	0	0.001	0.0005	NA	0.0022	NA	0.0002	NA	0	0.0003	2014
新竹香山沿海海域	中港溪口二	乙	1	1	5160	1	18	17.4	33.6	8.2	NA	7.8	98.4	3.3	NA	1.6	NA	0.01	NA	0.08	NA	0.037	NA	0.02	NA	0.485	NA	0.00002	NA	0	0.001	0.0004	NA	0.0016	NA	0.0001	NA	0	0.0003	2015
新竹香山沿海海域	中港溪口二	乙	1	1	5160	1	22.2	20	32.7	8.2	7.8	7.7	100.7	4.4	NA	0.8	NA	0.05	NA	0.17	NA	0.11	NA	0.012	NA	0.656	NA	0.00002	NA	0	0.001	0.0007	NA	0.0011	NA	0.0001	NA	0	0.0003	2010
新竹香山沿海海域	通霄溪口	乙	1	1	5161	1	15.9	18.5	34	8.2	NA	6.8	88.8	6	NA	0.7	NA	0.01	NA	0.05	NA	0.085	NA	0	0.001	0.543	NA	0.00002	NA	0	0.001	0.0005	NA	0.0027	NA	0.0003	NA	0	0.0003	2016
新竹香山沿海海域	通霄溪口	乙	1	1	5161	1	18.1	17.2	33.7	8.2	NA	8	100.2	0	2	1.1	NA	0	0.01	0.07	NA	0.043	NA	0.015	NA	0.416	NA	0.00003	NA	0	0.001	0.0004	NA	0.0019	NA	0.0002	NA	0	0.0003	2015
新竹香山沿海海域	通霄溪口	乙	1	1	5161	1	20.1	17.1	34.2	8.2	NA	7.2	90.2	5.7	NA	0.2	NA	0.01	NA	0.06	NA	0.019	NA	0.014	NA	0.231	NA	0.00002	NA	0	0.001	0.0003	NA	0.0011	NA	0.0001	NA	0	0.0003	2014
新竹香山沿海海域	通霄溪口	乙	1	1	5161	1	20	18.3	32.9	8.2	7.8	7.8	99.7	3.7	NA	0.9	NA	0	0.01	0.14	NA	0.067	NA	0.008	NA	0.508	NA	0.00002	NA	0	0.001	0.0004	NA	0.0009	NA	0.0001	NA	0	0.0003	2010
台中港沿海海域	大安溪口	乙	1	1	5162	1	17.5	17.1	33.5	8.2	NA	8	101	2.6	NA	1.2	NA	0.02	NA	0.08	NA	0.044	NA	0.02	NA	0.478	NA	0.00002	NA	0	0.001	0.0005	NA	0.0029	NA	0.0003	NA	0	0.0003	2015
台中港沿海海域	大安溪口	乙	1	1	5162	1	16.9	17.7	33.7	8.2	NA	7.1	90.8	18	NA	1	NA	0.01	NA	0.13	NA	0.08	NA	0.009	NA	0.649	NA	0.00002	NA	0	0.001	0.0004	NA	0.0023	NA	0.0003	NA	0	0.0003	2016
台中港沿海海域	大安溪口	乙	1	1	5162	1	19.6	17.6	34.2	8.2	NA	7.4	94.6	7.2	NA	0.3	NA	0	0.01	0.07	NA	0.022	NA	0.016	NA	0.25	NA	0.00002	NA	0	0.001	0.0004	NA	0.0014	NA	0.0002	NA	0	0.0003	2014
台中港沿海海域	大安溪口	乙	1	1	5162	1	18.3	17.9	32.9	8.3	7.8	7.8	99.2	4.3	NA	1	NA	0.01	NA	0.13	NA	0.102	NA	0.007	NA	0.54	NA	0.00003	NA	0	0.001	0.0005	NA	0.0013	NA	0.0001	NA	0	0.0003	2010
台中港沿海海域	台中港沿海一	乙	1	1	5163	1	17.3	17.8	33.7	8.2	NA	7.2	92.8	13.8	NA	1	NA	0.02	NA	0.13	NA	0.084	NA	0.01	NA	0.6	NA	0.00003	NA	0	0.001	0.0003	NA	0.0019	NA	0.0003	NA	0	0.0003	2016
台中港沿海海域	台中港沿海一	乙	1	1	5163	1	19.2	17.9	34.2	8.2	NA	6.7	86.5	5.2	NA	0.3	NA	0	0.01	0.07	NA	0.023	NA	0.016	NA	0.227	NA	0.00004	NA	0	0.001	0.0003	NA	0.0015	NA	0.0002	NA	0	0.0003	2014
台中港沿海海域	台中港沿海一	乙	1	1	5163	1	17.4	17.4	33.7	8.2	NA	7.9	100.1	3.4	NA	1.5	NA	0.01	NA	0.06	NA	0.033	NA	0.013	NA	0.364	NA	0.00002	NA	0	0.001	0.0003	NA	0.0015	NA	0.0002	NA	0	0.0003	2015
台中港沿海海域	台中港沿海一	乙	1	1	5163	1	18	17.7	32.8	8.2	7.9	7.9	99.3	4	NA	1.8	NA	0.02	NA	0.16	NA	0.065	NA	0.01	NA	0.585	NA	0.00002	NA	0	0.001	0.0006	NA	0.0013	NA	0.0001	NA	0	0.0003	2010
台中港沿海海域	台中港沿海二	乙	1	1	5164	1	16	17.4	33.5	8.2	NA	7.4	94	12.2	NA	0.8	NA	0.01	NA	0.12	NA	0.081	NA	0.008	NA	0.462	NA	0.00002	NA	0	0.001	0.0005	NA	0.0031	NA	0.0004	NA	0	0.0003	2016
台中港沿海海域	台中港沿海二	乙	1	1	5164	1	18.9	16.3	33.6	8.2	NA	7.5	93.5	16.2	NA	0.5	NA	0	0.01	0.16	NA	0.063	NA	0.029	NA	0.484	NA	0.00003	NA	0	0.001	0.0007	NA	0.0023	NA	0.0001	NA	0	0.0003	2014
台中港沿海海域	台中港沿海二	乙	1	1	5164	1	18	17.8	32.7	8.3	7.7	7.9	99.6	3.5	NA	1.8	NA	0.03	NA	0.17	NA	0.144	NA	0.014	NA	0.592	NA	0.00002	NA	0	0.001	0.0006	NA	0.0013	NA	0.0001	NA	0	0.0003	2010
台中港沿海海域	台中港沿海二	乙	1	1	5164	1	17.4	17.1	33.5	8.2	NA	7.9	99.5	0	2	1.3	NA	0.01	NA	0.06	NA	0.039	NA	0.014	NA	0.4	NA	0.00002	NA	0	0.001	0.0004	NA	0.0011	NA	0.0001	NA	0	0.0003	2015
台中港沿海海域	大肚溪口	乙	1	1	5165	1	17.7	18	33.5	8.2	NA	7.2	94	13.6	NA	0.9	NA	0.02	NA	0.12	NA	0.074	NA	0.011	NA	0.568	NA	0.00003	NA	0	0.001	0.0005	NA	0.0039	NA	0.0004	NA	0	0.0003	2016
台中港沿海海域	大肚溪口	乙	1	1	5165	1	18	17.1	34.1	8.2	NA	7.3	91.8	14.1	NA	0.6	NA	0.03	NA	0.11	NA	0.034	NA	0.018	NA	0.259	NA	0.00002	NA	0	0.001	0.0004	NA	0.0018	NA	0.0001	NA	0	0.0003	2014
台中港沿海海域	大肚溪口	乙	1	1	5165	1	21	19	32.4	8.3	7.9	7.8	100.2	16.8	NA	1.7	NA	0.04	NA	0.19	NA	0.054	NA	0.014	NA	0.674	NA	0.00002	NA	0	0.001	0.0008	NA	0.0014	NA	0.0001	NA	0	0.0003	2010
台中港沿海海域	大肚溪口	乙	1	1	5165	1	17.1	17.1	33.5	8.2	NA	7.9	99.7	2.6	NA	0.7	NA	0.01	NA	0.07	NA	0.042	NA	0.016	NA	0.436	NA	0.00002	NA	0	0.001	0.0004	NA	0.0014	NA	0.0001	NA	0	0.0003	2015
台中港沿海海域	大肚溪口外4海浬	乙	1	1	5166	1	17.4	17.9	30	8.2	NA	7.7	96.2	17.5	NA	0.6	NA	0.06	NA	0.5	NA	0.332	NA	0.051	NA	1.18	NA	0.00005	NA	0	0.001	0.0009	NA	0.0085	NA	0.0007	NA	0	0.0003	2014
台中港沿海海域	大肚溪口外4海浬	乙	1	1	5166	1	18.1	18.7	32.7	8.2	NA	7	91	13.6	NA	0.8	NA	0.02	NA	0.15	NA	0.076	NA	0.012	NA	0.679	NA	0.00002	NA	0	0.001	0.0007	NA	0.0049	NA	0.0003	NA	0	0.0003	2016
台中港沿海海域	大肚溪口外4海浬	乙	1	1	5166	1	16.9	17.4	33.4	8.2	NA	7.9	99.7	3.6	NA	1.8	NA	0.01	NA	0.07	NA	0.076	NA	0.016	NA	0.426	NA	0.00002	NA	0	0.001	0.0004	NA	0.0015	NA	0.0001	NA	0	0.0003	2015
台中港沿海海域	大肚溪口外4海浬	乙	1	1	5166	1	18	17.6	32.4	8.3	8	8	99.4	20.8	NA	1.9	NA	0.04	NA	0.21	NA	0.065	NA	0.015	NA	0.651	NA	0.00002	NA	0	0.001	0.0008	NA	0.0013	NA	0.0001	NA	0	0.0003	2010
彰濱沿海海域	彰濱沿海一	乙	1	1	5167	1	23.4	21.2	33.7	8.1	NA	6.9	93.4	5.6	NA	0.7	NA	0.03	NA	0.12	NA	0.03	NA	0.019	NA	0.588	NA	0.00003	NA	0	0.001	0.0003	NA	0.0006	NA	0	0.0001	0	0.0003	2014
彰濱沿海海域	彰濱沿海一	乙	1	1	5167	1	21.2	19.2	33.3	8.2	NA	7.5	99.6	16.6	NA	0.9	NA	0.01	NA	0.12	NA	0.061	NA	0.008	NA	0.526	NA	0.00003	NA	0	0.001	0.0003	NA	0.0019	NA	0.0001	NA	0	0.0003	2016
彰濱沿海海域	彰濱沿海一	乙	1	1	5167	1	17.8	17.5	32.4	8.3	7.9	7.9	98.3	24.9	NA	2.2	NA	0.04	NA	0.2	NA	0.058	NA	0.016	NA	0.682	NA	0.00002	NA	0	0.001	0.0008	NA	0.0012	NA	0.0001	NA	0	0.0003	2010
彰濱沿海海域	彰濱沿海一	乙	1	1	5167	1	16.7	17.9	33	8.2	NA	7.9	101	8.4	NA	2.6	NA	0.06	NA	0.09	NA	0.067	NA	0.018	NA	0.52	NA	0.00005	NA	0	0.001	0.0006	NA	0.001	NA	0.0001	NA	0	0.0003	2015
彰濱沿海海域	彰濱沿海二	乙	1	1	5168	1	23	20.8	33.7	8.1	NA	6.7	91.4	6.7	NA	0.6	NA	0.05	NA	0.1	NA	0.067	NA	0.019	NA	0.548	NA	0.00004	NA	0	0.001	0.0003	NA	0.0014	NA	0	0.0001	0	0.0003	2014
彰濱沿海海域	彰濱沿海二	乙	1	1	5168	1	18.1	18.3	33.1	8.2	NA	7.6	98.8	23.2	NA	1.5	NA	0.01	NA	0.15	NA	0.072	NA	0.01	NA	0.64	NA	0.00002	NA	0	0.001	0.0005	NA	0.0036	NA	0.0001	NA	0	0.0003	2016
彰濱沿海海域	彰濱沿海二	乙	1	1	5168	1	18	17.6	32.2	8.3	7.9	7.9	99.6	15	NA	2.6	NA	0.16	NA	0.26	NA	0.106	NA	0.022	NA	0.877	NA	0.00003	NA	0	0.001	0.0013	NA	0.001	NA	0.0001	NA	0	0.0003	2010
彰濱沿海海域	彰濱沿海二	乙	1	1	5168	1	16.6	17.6	33	8.2	NA	7.9	100.7	23.4	NA	2.1	NA	0.08	NA	0.09	NA	0.081	NA	0.021	NA	0.668	NA	0.00003	NA	0	0.001	0.0005	NA	0.001	NA	0.0001	NA	0	0.0003	2015
彰濱沿海海域	彰濱沿海三	乙	1	1	5169	1	18.4	18.7	33.1	8.2	NA	7.6	99	24.6	NA	1.1	NA	0.05	NA	0.15	NA	0.088	NA	0.009	NA	0.525	NA	0.00002	NA	0	0.001	0.0005	NA	0.004	NA	0.0001	NA	0	0.0003	2016
彰濱沿海海域	彰濱沿海三	乙	1	1	5169	1	16.5	17.7	33.2	8.2	NA	7.9	100.4	13.8	NA	2.5	NA	0.06	NA	0.08	NA	0.075	NA	0.019	NA	0.532	NA	0.00002	NA	0	0.001	0.0005	NA	0.001	NA	0.0001	NA	0	0.0003	2015
彰濱沿海海域	彰濱沿海三	乙	1	1	5169	1	22.2	21.1	33.9	8.1	NA	7.3	98.2	4.5	NA	0.5	NA	0.02	NA	0.12	NA	0.07	NA	0.018	NA	0.572	NA	0.00006	NA	0	0.001	0.0002	NA	0.0009	NA	0.0001	NA	0	0.0003	2014
彰濱沿海海域	彰濱沿海三	乙	1	1	5169	1	17.8	17.5	32.5	8.3	7.8	7.9	99	30.2	NA	2	NA	0.05	NA	0.21	NA	0.069	NA	0.018	NA	0.732	NA	0.00002	NA	0	0.001	0.0008	NA	0.0005	NA	0.0001	NA	0	0.0003	2010
雲林沿海海域	濁水溪口一	甲	1	1	5170	1	21.3	19.6	33.8	8.1	NA	7	91.4	12	NA	NA	NA	0.03	NA	0.11	NA	0.04	NA	0.018	NA	0.553	NA	0.00005	NA	0	0.001	0.0002	NA	0.0004	NA	0	0.0001	0	0.0003	2014
雲林沿海海域	濁水溪口一	甲	1	1	5170	1	16.7	17	32.9	8.1	NA	7.9	98.4	63.5	NA	1.5	NA	0.01	NA	0.17	NA	0.087	NA	0.011	NA	0.622	NA	0.00002	NA	0	0.001	0.0007	NA	0.0028	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	濁水溪口一	甲	1	1	5170	1	17.2	17.3	31.2	8.3	7.8	8	98.8	52	NA	3.4	NA	0.19	NA	0.2	NA	0.088	NA	0.018	NA	1.21	NA	0.00003	NA	0	0.001	0.0013	NA	0.0009	NA	0.0001	NA	0	0.0003	2010
雲林沿海海域	濁水溪口一	甲	1	1	5170	1	16.1	17.1	33.4	8.2	NA	7.9	99.8	55.8	NA	2.2	NA	0.07	NA	0.08	NA	0.054	NA	0.02	NA	0.526	NA	0.00004	NA	0	0.001	0.0005	NA	0.0008	NA	0.0001	NA	0	0.0003	2015
雲林沿海海域	濁水溪口二	甲	1	1	5171	1	20.8	19.7	33.9	8.1	NA	6.7	89.6	14.7	NA	0.9	NA	0.02	NA	0.13	NA	0.042	NA	0.025	NA	0.524	NA	0.00004	NA	0	0.001	0.0002	NA	0.0003	NA	0	0.0001	0	0.0003	2014
雲林沿海海域	濁水溪口二	甲	1	1	5171	1	17	17.3	32.7	8.2	NA	8	98.8	64.5	NA	1.5	NA	0.05	NA	0.16	NA	0.087	NA	0.011	NA	0.699	NA	0.00001	NA	0	0.001	0.0006	NA	0.0025	NA	0.0001	NA	0	0.0003	2016
雲林沿海海域	濁水溪口二	甲	1	1	5171	1	17.2	18.2	32.6	7.7	7.6	7.5	96.1	21.5	NA	1.9	NA	0.06	NA	0.17	NA	0.055	NA	0.017	NA	0.728	NA	0.00002	NA	0	0.001	0.0014	NA	0.001	NA	0.0001	NA	0	0.0003	2010
雲林沿海海域	濁水溪口二	甲	1	1	5171	1	16	17	33.4	8.2	NA	7.8	99.2	56.4	NA	2	NA	0.05	NA	0.08	NA	0.062	NA	0.02	NA	0.499	NA	0.00003	NA	0	0.001	0.0005	NA	0.0009	NA	0.0001	NA	0	0.0003	2015
雲林沿海海域	濁水溪口外4海浬	甲	1	1	5172	1	20.4	19.7	33.9	8.1	NA	6.8	89.8	24.4	NA	0.5	NA	0.03	NA	0.11	NA	0.037	NA	0.023	NA	0.551	NA	0.00004	NA	0	0.001	0.0002	NA	0.0003	NA	0	0.0001	0	0.0003	2014
